"Arpu","Bytes","CLV","Indibox","Is_Churn2","Is_Usage_Inet","Jml_Tiket","Kwadran_Indihome","Lart","List_Asset","Ltarif","Minipack","PLC","Product","Range_Umur","Speed","Stb2","STO","Techno","Upgrade_Speed","Usage","Wifi_Ext"
488190.16042230336,184351488324.91357,9201128.560246125,0,"CHURN",1,0,4,"C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M",8.94873258675504,"C18074-INETF20M-280k 280000",1.46154944006628,0.5128168533112399,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",15228.755422092903,0.5128168533112399,"PDM","FIBER",0,"100GB-200GB",0
378119.19129571645,6806885.167361078,9551971.72180325,0,"CHURN",1,0,4,"C17024 = CS17 - New Indihome Deluxe INET",5.007052331881296,"C17024-INETF10M-Standard 190000",0.6713682212541967,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KRG","FIBER",0,"< 20GB",0
314845.86096523376,234337445193.91406,18465473.59738554,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",3.5562346274878065,"C19027-INETF20M-290k 290000",0.09270577124796775,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",3756.7527756425407,0,"CIB","FIBER",0,">200 GB",0
316777.46379249333,81731781399.66425,6317179.762545211,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4.3841026975717385,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",14173.211623134603,0,"KRA","FIBER",0,"20GB-100 GB",0
340741.4495644435,247624218565.04352,6535516.347920613,0,"CHURN",0.8490312910141434,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4.452906126957569,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CIL","FIBER",0,">200 GB",0
311425.9260736924,50746317611.68396,7965546.300692348,0,"CHURN",0.8671436593700469,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4.664281703149766,"C17052-INETF10M-NETIZEN II 195000",0.1328563406299531,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CPA","FIBER",0,"20GB-100 GB",0
378500.25173763954,71594049345.84752,6700222.880756551,0,"CHURN",1,0,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",6,"C18166-INETFL10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",12301.332179135443,0,"CBI","FIBER",0,"20GB-100 GB",0
383228.2226718995,167927671215.58344,5528886.377547947,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",6.674840054810316,"C19027-INETF10M-200k 200000",0.5349680109620633,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"BGG","FIBER",0,"100GB-200GB",0
358385.52469845425,41784668771.069,5375782.870476814,0,"CHURN",1,0,4,"C17066 = CS17 - Paket Indihome Per ODP Inet 10 Mbps Lower Value",6.421467265417072,"C17066-INETFL10M-Standard 190000",0.21073363270853618,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CPA","FIBER",0,"20GB-100 GB",0
418453.818895543,84452126375.76166,6520470.987249076,0,"CHURN",0.7165774055318985,1.433154811063797,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF20M-310k 310000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",17577.75263264664,0,"CLG","FIBER",0,"20GB-100 GB",0
538166.885881349,265135216135.6739,21990076.358130813,0,"CHURN",1,0,4,"C16118 = CS16 - Paket IndiHome Dinamic Price Deluxe (Internet)",5.12415839016498,"C16118 - INETF10M - Dinamic Price 248000",0.062079195082489935,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10875.690957644696,0,"CLS","FIBER",0,">200 GB",0
93767.55893778872,44156749263.067406,1312745.8251290421,0,"CHURN",1,0,4,"C18052 = CS18 - Indihome Gamer INET",5.342825467616626,"C18052-INETC20M-290k 290000",0.08570636690415634,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"CWA","FIBER",0,"20GB-100 GB",0
334050.8366436663,240081747792.1629,4908904.568446768,0,"CHURN",0.29317279726696976,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",7.58634559453394,"C19027-INETF10M-200k 200000",0.29317279726696976,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PDK","FIBER",0,">200 GB",0
244219.6771991016,11247703557.6532,4055846.709758885,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",5.937127325774591,"C17052-INETF10M-NETIZEN II 195000",0.38742546515491816,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",14207.236763186362,0,"BGG","FIBER",0,"< 20GB",0
363000,16499125903.094635,6378300.050364863,0,"CHURN",1,0,4,"C17085 = CS17 - Indihome ODP Hijau Hitam Inet 10 Mbps Lower Value",5.885785096217706,"C17085-INETFL10M-Standard 180000",0.9428925481088531,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"KLD","FIBER",0,"< 20GB",0
323175.09177982184,153071543550.42276,12394655.786909068,0,"CHURN",0.44277067674032267,0,4,"Z1NSR = New Internet Multispeed Reguler Zone 1 (JAKARTA)",4.786146616298387,"Z1NSR-INETR1M1-Standard 195000",0,0,"2P-NETIZEN (POTS-INTERNET)","f. 5-6 thn",6159.425443161186,0,"CIL","FIBER",0,"20GB-100 GB",0
412368.70370071183,207794081201.76657,10412957.69236983,0,"CHURN",1,0,4,"C17032 = CS17 - New Indihome Netizen I INET (with MOVIN)",5.460620305599384,"C17032-INETF10M-Standard 195000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",14956.751929337688,0,"CPA","FIBER",0,">200 GB",0
311014.91243770637,846950.7580252694,10296895.612936055,0,"CHURN",1,0,4,"C17045 = CS17- Indihome Kemerdekaan (INTERNET)",4,"C17045-INETF10M-PROMO KEMERDEKAAN 190000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CWA","NON FIBER",0,"< 20GB",0
325975.36371409445,77297790312.6547,6527470.769173021,0,"CHURN",0.7389432861136737,0.7389432861136737,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",5.522113427772653,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CIB","FIBER",0,"20GB-100 GB",0
388981.1456460843,340644845587.0571,10382217.88829368,0,"CHURN",1,0,4,"C18024 = CS18 - New Internet Indihome Penuh Berkah",6.668669299860618,"C18024-INETFL10M-210k 210000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",17087.173630572725,0,"JAG","FIBER",0,">200 GB",0
347989.6657537713,176662911875.14395,6546258.356155717,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4.180565545911675,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CWA","FIBER",0,"100GB-200GB",0
355730.93267925974,26006921691.631203,7731285.941045162,0,"CHURN",1,0,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",4.12910395355608,"C18166-INETFL20M-280k 280000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10901.01224220713,0,"CPE","FIBER",0,"20GB-100 GB",0
394617.2435338311,180480165084.94366,11162013.895120677,0,"CHURN",1,0.8032836263676605,4,"C17032 = CS17 - New Indihome Netizen I INET (with MOVIN)",6.19671637363234,"C17032-INETF10M-Standard 195000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PSM","FIBER",0,"100GB-200GB",0
364643.27986218757,372772767391.8511,5359327.52394697,0,"CHURN",0.6422262774655145,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",8.284452554931029,"C19027-INETF10M-200k 200000",0.6422262774655145,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PMU","FIBER",0,">200 GB",0
304771.660026554,8035992.925899531,10080878.703851297,0,"CHURN",1,0,4,"C17045 = CS17- Indihome Kemerdekaan (INTERNET)",4.4760912712788725,"C17045-INETF10M-PROMO KEMERDEKAAN 190000",0.15869709042629088,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",8777.447614631303,0,"SRP","FIBER",0,"< 20GB",0
435666.52469866496,39778339732.88257,7785799.604919653,0,"CHURN",1,0,4,"C18119 = CS18 - Indihome  Quadplay Kuadran 3 INET",6,"C18119-INETFL10M-190k 190000",1.744555274289474,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",11547.876995637893,0,"GAN","FIBER",0,"20GB-100 GB",0
295252.6986860637,269247698771.9414,4468798.487973275,0,"CHURN",0.5861201160286414,0,4,"C17085 = CS17 - Indihome ODP Hijau Hitam Inet 10 Mbps Lower Value",5.241639651914076,"C17085-INETFL10M-Standard 180000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KLD","FIBER",0,">200 GB",0
431789.3075601687,187526682204.7653,13198974.255730567,0,"CHURN",1,0,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",4.262896273733114,"C18166-INETFL10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",16169.314052324304,0,"BIN","FIBER",0,"100GB-200GB",0
359684.10360931273,38229956603.969795,10790766.160756087,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",5.226919855513009,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CKG","FIBER",0,"20GB-100 GB",0
265673.31253020914,76239277181.09392,4804424.52979302,0,"CHURN",0.48581644362508924,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF20M-310k 310000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",15505.239617279087,0,"PGG","FIBER",0,"20GB-100 GB",0
315699.3191839203,221114010092.20883,4478080.282893061,0,"CHURN",0.07070265529183217,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",7.141405310583664,"C19027-INETF10M-200k 200000",0.07070265529183217,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CWA","FIBER",0,"< 20GB",0
451561.05552560533,334654015485.34283,7154166.644494157,0,"CHURN",1,0,4,"C19016 = CS19 - IndiHome New Premium INET",7.176753850743301,"C19016-INETF20M-295k 295000",2.9116230746283494,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",11144.9797158057,0,"KRA","FIBER",0,">200 GB",0
721033.332722292,239432725993.3737,10396847.504000414,0,"CHURN",1,0,4,"C19017 = CS19 - IndiHome New Premium INET 40 up",11.229645499691156,"C19017-INETF50M-680k 680000",3.8259398122297608,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",26775.784958418717,0,"PSR","FIBER",0,">200 GB",0
297527.06991206086,120663583056.75653,15190757.34967558,0,"CHURN",0.5768660818207523,0,4,"HSSP05 = Paket untuk HSSP Paket 384 &amp; 512 Kbps",4.115669590896239,"INETR1M3 : HSSP Rp. 150.000 320000",0,0,"2P-NETIZEN (POTS-INTERNET)","g. 7-8 thn",5514.313057724397,0,"CKG","FIBER",0,"20GB-100 GB",0
347649.640413186,75679761777.16122,10512542.639284344,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",6.296674334124245,"C19027-INETF10M-200k 200000",0.6138106191606064,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",7076.336592163688,0,"PDG","FIBER",0,"20GB-100 GB",0
297946.1871409622,234644954736.49377,18328445.439538393,0,"CHURN",0.9166795402463689,0,4,"INDI10 = New IndiHOME Internet Winning Zone 1",3.3332818390145245,"INDI10-INETR2M1- New IndiHOME26071 250000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",2730.561206301746,0,"SLP","NON FIBER",0,">200 GB",0
350330.3471854525,123318303471.85452,7348093.524348138,0,"CHURN",1,0,4,"C17086 = CS17 - IndiHome Promo NaRu 2017 (INET)",4.348213380495684,"C17086-INETFL10M-Standard 180000",0.34821338049568396,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"PDE","FIBER",0,"100GB-200GB",0
389909.99779084197,103594045208.34705,6909102.796548809,0,"CHURN",1,0,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",6.698960981580312,"C18166-INETFL10M-210k 210000",1.397921963160623,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"BGG","FIBER",0,"100GB-200GB",0
318663.3063166867,217557119176.85306,4461286.288433613,0,"CHURN",0.21048635497328294,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF20M-310k 310000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",12395.380274926418,0,"CWA","NON FIBER",0,"100GB-200GB",0
416775.8289976375,302514068870.31195,7552001.04511389,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4.173152150230527,"C17052-INETF10M-NETIZEN II 195000",0.08657607511526311,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",11126.539009180295,0,"TPR","FIBER",0,">200 GB",0
468811.27310604654,95288920878.78183,13562330.125609238,0,"CHURN",0.9731743075021325,0,3.946348615004265,"C17048 = CS17-Program Upgrade Speed Baru",7.053651384995735,"C17048-INETF20M-Upgrade Speed Baru 290000",2,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"MKR","FIBER",0,"20GB-100 GB",0
335203.053105736,7586382558.841074,7732374.427787365,0,"CHURN",1,0,4,"C18024 = CS18 - New Internet Indihome Penuh Berkah",6,"C18024-INETFL10M-210k 210000",0.19657321519859838,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CLG","FIBER",0.19657321519859838,"< 20GB",0
291035.8196584882,231358001366.41443,5383907.611940458,0,"CHURN",1,0,4,"C17036 = CS17 - 1P Internet Only",3.6557153046814275,"C17036-INETF20M-1P Inet Only 310000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",17122.73764003109,0,"KRG","FIBER",0,">200 GB",0
264401.53597446147,340466882126.6612,3701621.5036424613,0,"CHURN",0.2661355743365855,0,2.5322711486731713,"C19027 = CS19 - IndiHome Value INET + OTT",7.9354577026536575,"C19027-INETF20M-290k 290000",0.7338644256634145,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",23205.228281206637,0,"STR","NON FIBER",0,">200 GB",0
439839.653081743,85995364052.90576,8706574.406746328,0,"CHURN",0.8437772209722385,0,3.687554441944477,"C19027 = CS19 - IndiHome Value INET + OTT",6.468668337083285,"C19027-INETF20M-290k 290000",1.8437772209722385,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",11839.721257244277,0,"JTN","FIBER",0,"20GB-100 GB",0
644639.9159903454,148542532880.33478,13800574.19946928,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",6.319728200867955,"C19027-INETF10M-200k 200000",0.10657606695598487,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",37685.98322311214,0,"LBU","FIBER",0,"100GB-200GB",0
501533.61504163296,311730538570.24854,7298120.057479583,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",8.979717373561657,"C17048-INETF20M-Upgrade Speed Baru 290000",0.9949293433904144,0,"3P (POTS-INTERNET-IPTV)","h. 9-10 thn",20480,0,"CSN","FIBER",0,">200 GB",0
381182.6226979227,306485904004.1117,5473645.0138117,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4.826908717120225,"C17052-INETF10M-NETIZEN II 195000",0.8269087171202246,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"MKR","FIBER",0,">200 GB",0
327194.8273600075,164207930329.3127,6583068.358000278,0,"CHURN",0.34475564307165507,0,4,"C17086 = CS17 - IndiHome Promo NaRu 2017 (INET)",6.655244356928345,"C17086-INETFL10M-Standard 180000",0.6895112861433101,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CUG","FIBER",0,"20GB-100 GB",0
410234.84489261726,71328758817.0227,12558488.786764681,0,"CHURN",1,0,4,"C17029 = CS17 - New Indihome Lower Value INET",4,"C17029-INETF10M-Revisi 1 190000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KLB","FIBER",0,"20GB-100 GB",0
477164.78194258164,78263111377.73605,12641662.332749113,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",6.033382480897858,"C17048-INETF20M-Upgrade Speed Baru 290000",1.516691240448929,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",15530.918302197033,0,"SLP","FIBER",0,"20GB-100 GB",0
427939.79921036,24475802925.15481,6594288.34826629,0,"CHURN",1,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",6.884868766630303,"C19044-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10632.981276568567,0,"BGG","FIBER",0,"20GB-100 GB",0
530811.8344999347,54602638649.552505,10641173.957194952,0,"CHURN",1,0,4,"C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M",9.56368417432508,"C18074-INETF20M-280k 280000",2.6910525229752387,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",16012.125945088814,0,"CKL","FIBER",0,"20GB-100 GB",0
1297168.6586863918,31388080149.87513,23562798.28994178,0,"CHURN",1,0,4,"C16007 = CS16 - INTERNET indiHOME Fiber",12.021194186722537,"C16007-INETF10M-Standard 245000",7.129950388197812,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",46745.34598757279,0,"PKU","FIBER",0,"20GB-100 GB",0
450347.40986220946,1939302.4206453355,16212506.75503954,0,"CHURN",1,0,4,"C16111 = CS16 - Internet indiHOME Outsource PT TELKOM",4,"C16111 - INETF10M - Outsource Telkom Group 245000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"SRP","FIBER",0,"< 20GB",0
503162,10519865667,29876944.6069396,0,"CHURN",1,0,4,"C17029 = CS17 - New Indihome Lower Value INET",5,"C17029-INETF20M-Revisi 1 290000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",20480,0,"MKR","FIBER",0,"< 20GB",0
439894.9827642362,24392834085.186863,6261847.486656969,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",8.60864496985734,"C19027-INETF10M-200k 200000",0.9217289939714679,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KRG","FIBER",0,"20GB-100 GB",0
416052.42226749816,128138179623.36255,7929467.467393832,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4.380320252568038,"C17052-INETF20M-NETIZEN II 295000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0.19016012628401902,"CKG","FIBER",0,"100GB-200GB",0
437511.5287884199,29950829476.457184,7875207.518191558,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",5.9467706692710145,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20207.46582666759,0,"DEP","FIBER",0,"20GB-100 GB",0
304264.2993407897,414439239639.7296,7684856.726859645,0,"CHURN",0.5309085539934263,0,4,"C17086 = CS17 - IndiHome Promo NaRu 2017 (INET)",5.061817107986853,"C17086-INETFL10M-Standard 180000",0.5309085539934263,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"TPR","FIBER",0,">200 GB",0
514408.1095072989,158719939906.8224,8267750.062283633,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",8.96643189920017,"C17052-INETF10M-NETIZEN II 195000",0.9932863798400342,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20411.25252956195,0,"CSN","FIBER",0,"100GB-200GB",0
366457.35543582006,197786606981.63693,5673519.303947113,0,"CHURN",0.25190924297107264,0,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",7.251909242971073,"C18166-INETFL20M-280k 280000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",12819.550648023784,0,"CNE","FIBER",0,"20GB-100 GB",0
452921.79121841124,5783089129.223852,19189555.761094887,0,"CHURN",1,0,4,"C17032 = CS17 - New Indihome Netizen I INET (with MOVIN)",4.302708286604681,"C17032-INETF10M-Standard 195000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"JBB","FIBER",0,"< 20GB",0
396000,272753147659.36197,8266444.266414064,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",5.874859258621374,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PDE","FIBER",0,">200 GB",0
239097.07670068633,326749073625.69556,3911381.0352565134,0,"CHURN",0.1508080110820602,0,2.3016160221641204,"C18070 = CS18 - Internet Paket Merdeka 2018 - 10 Mbps",5.603232044328241,"C18070-INETF10M-210k 210000",1.3016160221641204,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CID","FIBER",0,">200 GB",0
364603.95076449437,61832313428.46049,6769231.54486799,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",5.875424585386357,"C19027-INETF20M-290k 290000",0.4792374308977261,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",15147.391292392715,0,"MRY","FIBER",0,"20GB-100 GB",0
361548.60198541137,177581065758.89514,7678610.043821156,0,"CHURN",0.48032039645860125,0,4,"C18010 = CS18 - Indihome Khusus Imlek INET",7.480320396458601,"C18010-INETFL20M-280K 280000",0.48032039645860125,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",15158.480859736077,0,"BEK","FIBER",0,"100GB-200GB",0
471007.23784243484,5251845757.783591,7469292.879409073,0,"CHURN",1,0,4,"C17086 = CS17 - IndiHome Promo NaRu 2017 (INET)",7,"C17086-INETFL10M-Standard 180000",1.1043203922845772,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",19411.75918300593,0,"BIN","FIBER",0,"< 20GB",0
334337.39744471863,188212396256.7443,8191455.479147671,0,"CHURN",0.21535590203175137,0,4,"C16007 = CS16 - INTERNET indiHOME Fiber",6.353932293904746,"C16007-INETF10M-Standard 245000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"BIN","FIBER",0,"< 20GB",0
351460.9989898629,47113408137.30082,9937558.70305684,0,"CHURN",0.8771162093004824,0.8771162093004824,4,"C17086 = CS17 - IndiHome Promo NaRu 2017 (INET)",5.245767581399035,"C17086-INETFL10M-Standard 180000",0.8771162093004824,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"PDE","FIBER",0,"20GB-100 GB",0
326513.2895956991,232633094955.87607,6511624.722283393,0,"CHURN",0.1067171901195405,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",7.10671719011954,"C19027-INETF20M-290k 290000",0.1067171901195405,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"CLG","FIBER",0,"100GB-200GB",0
449626.5848076261,465108494127.1229,6901018.380618926,0,"CHURN",0.5248884790581477,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9.09955391623259,"C19027-INETF20M-290k 290000",0.5248884790581477,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",15614.858025555433,0.5248884790581477,"TBE","FIBER",0,">200 GB",0
324312.43244181946,120985388321.75188,4540374.054185472,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PDE","FIBER",0,"100GB-200GB",0
427152.90704580664,96421353228.76524,9478667.080737988,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",6.16341700393791,"C17052-INETF10M-NETIZEN II 195000",0.7211390013126368,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",17624.463373441402,0,"KLB","FIBER",0,"20GB-100 GB",0
355905.7698702614,71890890934.55371,10517124.121377042,0,"CHURN",0.9675600250338078,0,4,"C17086 = CS17 - IndiHome Promo NaRu 2017 (INET)",5.064879949932385,"C17086-INETFL10M-Standard 180000",0.9675600250338078,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"BIN","FIBER",0,"20GB-100 GB",0
293502.75582775957,241044964656.87076,4109038.581588634,0,"CHURN",0.7475210957342946,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"SEG","NON FIBER",0,">200 GB",0
1555647.996829649,6613952047300.106,33191055.5649804,0,"CHURN",1,0,4,"C18052 = CS18 - Indihome Gamer INET",9.443686141056935,"C18052-INETC100M-1275k-promo 1275000",2.869738450880779,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",102400,0,"MKR","FIBER",0,">200 GB",0
417407.55727840314,184961270096.38153,8223472.776363002,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",7.855841365128598,"C19027-INETF10M-200k 200000",1.1441586348714017,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",11716.184421083153,0,"MKR","FIBER",0,"100GB-200GB",0
455250.4019067314,140382293271.28717,8916673.985594641,0,"CHURN",0.5545591555079804,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",7,"C17052-INETF20M-NETIZEN II 295000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",15918.68575240172,0.5545591555079804,"PMU","FIBER",0,"20GB-100 GB",0
344987.8522430459,212456949775.1011,9416885.145380907,0,"CHURN",1,0,4,"C19026 = CS19 - IndiHome Value INET tanpa OTT",4,"C19026-INETF10M-200k 200000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"GAN","FIBER",0,">200 GB",0
347368.114574436,252024123415.4827,7060217.186165398,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4.0789195067669075,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"STR","FIBER",0,">200 GB",0
121095.30930255156,23363640914.29577,2135520.3901957516,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",8.624936257628018,"C19027-INETF20M-290k 290000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"JTN","FIBER",0,"20GB-100 GB",0
173319.25503677013,127000194732.92538,2426469.5705147814,0,"CHURN",0.5978886766932465,0,4,"C18052 = CS18 - Indihome Gamer INET",6.4021113233067535,"C18052-INETC10M-190k 190000",0,0.5978886766932465,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"GBC","FIBER",0,"20GB-100 GB",0
